己丑庚午戊辰戊午|土土金火土土土火
辛酉壬辰戊午丁巳|金金水土土火火火
丙午丁酉庚子癸未|火火火金金水水土
庚午己丑乙亥丁丑|金火土土木水火土
丙子庚子己丑壬申|火水金水土土水金
丙午庚子丁未癸卯|火火金水火土水木
己巳甲戌癸未壬子|土火木土水土水水
壬申丁未戊戌壬子|水金火土土土水水
丙戌庚子丁巳癸卯|火土金水火火水木
甲辰丙寅庚戌辛巳|木土火木金土金火
庚辰乙酉甲申癸酉|金土木金木金水金
己巳丁丑庚子丙子|土火火土金水火水
己亥庚午丙寅甲午|土水金火火木木火
丙午壬辰乙未乙酉|火火水土木土木金
辛卯丙申辛酉庚寅|金木火金金金金木
壬午丁未丙午戊戌|水火火土火火土土
戊午戊午庚戌丙子|土火土火金土火水
己巳辛未丙辰壬辰|土火金土火土水土
己未壬申己酉丙寅|土土水金土金火木
戊午乙卯庚戌戊寅|土火木木金土土木
丙辰辛丑癸亥癸亥|火土金土水水水水
庚申壬午庚辰甲申|金金水火金土木金
甲寅丁丑丁亥丙午|木木火土火水火火
乙酉丁亥己亥乙亥|木金火水土水木水
辛巳辛丑丙申辛卯|金火金土火金金木
辛丑丁酉庚寅丁亥|金土火金金木火水
乙卯甲申癸卯甲寅|木木木金水木木木
丙午丙申戊辰壬戌|火火火金土土水土
己酉戊辰癸卯丁巳|土金土土水木火火
丙寅辛丑甲戌戊辰|火木金土木土土土
己酉庚午辛巳癸巳|土金金火金火水火
辛巳庚子庚寅乙酉|金火金水金木木金
乙未戊寅甲寅乙亥|木土土木木木木水
庚寅庚辰癸卯壬戌|金木金土水木水土
壬寅癸丑癸酉癸亥|水木水土水金水水
乙亥己丑癸亥庚申|木水土土水水金金
壬午乙巳己亥丙寅|水火木火土水火木
乙丑丙戌辛卯丙申|木土火土金木火金
戊午丙辰丙申戊子|土火火土火金土水
乙未戊寅辛未戊子|木土土木金土土水
癸丑癸亥辛卯丁酉|水土水水金木火金
癸未乙丑庚子戊寅|水土木土金水土木
戊戌己未甲午甲子|土土土土木火木水
甲子丙子丙寅戊子|木水火水火木土水
丙戌辛丑丁巳丙午|火土金土火火火火
乙卯戊子癸酉癸亥|木木土水水金水水
甲午丙寅己酉甲子|木火火木土金木水
乙酉壬午庚寅壬午|木金水火金木水火
戊寅戊午丙子庚寅|土木土火火水金木
甲午丁丑己酉丙寅|木火火土土金火木
癸未庚申癸卯庚申|水土金金水木金金
甲戌庚午乙亥己卯|木土金火木水土木
戊辰乙卯甲午辛未|土土木木木火金土
丙戌戊戌壬辰癸卯|火土土土水土水木
庚寅壬午甲辰丁卯|金木水火木土火木
己酉壬申丁亥丙午|土金水金火水火火
甲申壬申庚戌壬午|木金水金金土水火
甲寅庚午辛酉丁酉|木木金火金金火金
乙卯庚辰戊午己未|木木金土土火土土
壬申癸丑癸巳己未|水金水土水火土土
庚午癸未丁酉癸卯|金火水土火金水木
庚午庚辰庚子辛巳|金火金土金水金火
戊辰甲寅庚戌己卯|土土木木金土土木
癸亥丁巳壬戌戊申|水水火火水土土金
丁巳辛亥丙辰丁酉|火火金水火土火金
庚戌甲申戊辰甲寅|金土木金土土木木
壬申乙巳甲辰壬申|水金木火木土水金
丙戌丁酉丁酉壬寅|火土火金火金水木
辛酉庚子己亥丁卯|金金金水土水火木
丁卯戊申甲子乙丑|火木土金木水木土
癸丑戊午壬午乙巳|水土土火水火木火
丁巳甲辰丁卯甲辰|火火木土火木木土
戊戌庚申乙酉辛巳|土土金金木金金火
戊辰乙丑癸卯癸丑|土土木土水木水土
丙午乙未癸酉己未|火火木土水金土土
己亥丙寅戊子壬子|土水火木土水水水
壬寅癸卯丁亥辛亥|水木水木火水金水
壬子庚戌丙寅己亥|水水金土火木土水
戊子辛酉戊申壬戌|土水金金土金水土
壬辰己酉丁酉丙午|水土土金火金火火
戊子壬戌癸巳癸丑|土水水土水火水土
丙辰甲午癸亥壬戌|火土木火水水水土
戊子乙卯辛丑辛卯|土水木木金土金木
己亥丁丑甲申己巳|土水火土木金土火
壬申甲辰辛丑丁酉|水金木土金土火金
己亥癸酉甲戌丙寅|土水水金木土火木
壬戌乙巳丁酉己酉|水土木火火金土金
壬戌甲辰甲戌丁卯|水土木土木土火木
癸亥壬戌壬午乙巳|水水水土水火木火
壬戌癸卯庚戌丁亥|水土水木金土火水
丁酉甲辰癸丑癸亥|火金木土水土水水
乙巳乙酉戊戌癸丑|木火木金土土水土
癸丑辛酉庚辰丁丑|水土金金金土火土
己酉癸酉癸丑丙辰|土金水金水土火土
庚申甲申乙酉庚辰|金金木金木金金土
癸酉辛酉壬辰癸卯|水金金金水土水木
壬辰辛亥辛酉戊戌|水土金水金金土土
己巳壬申戊子壬子|土火水金土水水水
庚子癸未丙申己丑|金水水土火金土土
甲申丙子辛巳甲午|木金火水金火木火
己未己巳丁亥辛丑|土土土火火水金土
戊戌己未丁未丙午|土土土土火土火火
乙酉丁亥己丑丁卯|木金火水土土火木
甲戌戊辰辛巳癸巳|木土土土金火水火
壬寅己酉辛丑癸巳|水木土金金土水火
壬申丁未辛未癸巳|水金火土金土水火
癸卯丁巳庚午戊寅|水木火火金火土木
癸卯甲寅丁未丁未|水木木木火土火土
戊辰乙丑乙巳辛巳|土土木土木火金火
戊午丁巳癸酉癸亥|土火火火水金水水
庚午丙戌戊午戊午|金火火土土火土火
丙午乙未辛丑己亥|火火木土金土土水
丙子庚子甲戌壬申|火水金水木土水金
癸丑己未己巳壬申|水土土土土火水金
丙戌癸巳壬辰甲辰|火土水火水土木土
己酉丙子庚申乙酉|土金火水金金木金
甲申丁卯丙申甲午|木金火木火金木火
甲午庚午甲子壬申|木火金火木水水金
乙亥癸未辛酉己亥|木水水土金金土水
戊申甲子甲子辛未|土金木水木水金土
壬戌丙午丁丑辛丑|水土火火火土金土
丁巳乙巳甲戌乙亥|火火木火木土木水
戊午乙丑庚寅己卯|土火木土金木土木
乙丑乙酉庚戌丁亥|木土木金金土火水
癸卯己未辛亥癸巳|水木土土金水水火
壬子乙巳壬子庚戌|水水木火水水金土
庚辰戊寅甲午庚午|金土土木木火金火
己未壬申戊辰癸亥|土土水金土土水水
癸未壬戌戊午辛酉|水土水土土火金金
丙寅庚子戊申丁巳|火木金水土金火火
乙亥戊寅壬申甲辰|木水土木水金木土
癸卯乙卯丙辰己丑|水木木木火土土土
戊戌甲子戊寅丙辰|土土木水土木火土
甲子癸酉甲午癸酉|木水水金木火水金
癸卯癸亥辛未甲午|水木水水金土木火
癸丑丁巳乙卯戊寅|水土火火木木土木
辛亥丙申丙辰己丑|金水火金火土土土
辛丑甲午辛丑甲午|金土木火金土木火
戊戌乙卯乙丑丁亥|土土木木木土火水
丁亥己酉甲辰甲子|火水土金木土木水
癸酉甲寅辛未戊子|水金木木金土土水
戊午乙丑丙申乙未|土火木土火金木土
壬子壬寅己亥甲戌|水水水木土水木土
丙子己亥戊午癸丑|火水土水土火水土
丁巳壬寅甲申戊辰|火火水木木金土土
丁卯辛亥癸未癸亥|火木金水水土水水
丙寅庚寅庚午庚辰|火木金木金火金土
庚戌己丑乙卯丁丑|金土土土木木火土
庚子丁亥己亥甲子|金水火水土水木水
戊寅己未癸亥癸亥|土木土土水水水水
丁卯癸丑丁卯癸卯|火木水土火木水木
丁酉辛亥甲申癸酉|火金金水木金水金
壬午壬寅乙巳壬午|水火水木木火水火
辛丑癸巳己卯辛未|金土水火土木金土
癸酉辛酉乙卯乙酉|水金金金木木木金
癸未甲子丙辰己丑|水土木水火土土土
辛未癸巳壬寅甲辰|金土水火水木木土
己酉丙寅己巳丁卯|土金火木土火火木
戊申壬戌辛卯己亥|土金水土金木土水
己未丙子乙酉丙戌|土土火水木金火土
辛未甲午戊戌壬戌|金土木火土土水土
庚申壬午甲子丁卯|金金水火木水火木
丁巳癸卯戊申戊午|火火水木土金土火
辛未癸巳丙申壬辰|金土水火火金水土
己巳戊辰癸巳庚申|土火土土水火金金
丁亥戊申壬戌甲辰|火水土金水土木土
戊午戊午癸未戊午|土火土火水土土火
戊午戊午己亥庚午|土火土火土水金火
乙未庚辰丙子癸巳|木土金土火水水火
戊午丁巳丙寅己亥|土火火火火木土水
乙未丁亥己亥乙亥|木土火水土水木水
甲申辛未壬辰辛丑|木金金土水土金土
丁未癸丑壬午乙巳|火土水土水火木火
甲寅乙亥甲申辛未|木木木水木金金土
丁丑壬子丁丑癸卯|火土水水火土水木
乙亥己卯丙辰丁酉|木水土木火土火金
壬申乙巳己酉丁卯|水金木火土金火木
癸巳甲寅乙丑辛巳|水火木木木土金火
己酉丙寅壬戌甲辰|土金火木水土木土
丙戌辛卯甲辰丙寅|火土金木木土火木
壬辰辛亥乙未甲申|水土金水木土木金
辛巳庚寅甲子辛未|金火金木木水金土
丁酉丁未戊午庚申|火金火土土火金金
庚子己卯乙亥丙子|金水土木木水火水
乙亥甲申壬申甲辰|木水木金水金木土
壬戌癸丑癸未癸丑|水土水土水土水土
丁巳辛亥辛卯壬辰|火火金水金木水土
庚申庚辰丁卯丁未|金金金土火木火土
辛未癸巳丁卯壬寅|金土水火火木水木
乙亥己卯己酉己巳|木水土木土金土火
戊午己未甲申辛未|土火土土木金金土
甲辰戊辰乙酉己卯|木土土土木金土木
乙卯戊寅辛酉癸巳|木木土木金金水火
壬戌庚戌丁酉乙巳|水土金土火金木火
庚辰癸未甲寅甲子|金土水土木木木水
丙午丁酉辛未戊子|火火火金金土土水
甲午癸酉壬申甲辰|木火水金水金木土
辛巳戊戌戊戌丁巳|金火土土土土火火
壬戌丁未己亥戊辰|水土火土土水土土
庚申丙戌癸丑壬子|金金火土水土水水
己卯丁丑辛酉壬辰|土木火土金金水土
丙申己亥癸丑壬戌|火金土水水土水土
丁亥丙午戊辰丁巳|火水火火土土火火
丁未壬寅丁未己酉|火土水木火土土金
丁未庚戌丙寅己亥|火土金土火木土水
癸巳甲寅丁未戊申|水火木木火土土金
庚午癸未丙寅己丑|金火水土火木土土
戊戌丙辰辛酉庚寅|土土火土金金金木
庚辰壬午辛亥壬辰|金土水火金水水土
癸酉甲子壬申辛丑|水金木水水金金土
甲子丙子丙寅壬辰|木水火水火木水土
丁亥甲辰己丑乙丑|火水木土土土木土
癸未乙卯癸酉丙辰|水土木木水金火土
辛酉丙申甲辰甲戌|金金火金木土木土
庚寅戊寅癸酉甲寅|金木土木水金木木
己酉丁卯戊辰庚申|土金火木土土金金
壬戌壬子癸酉甲寅|水土水水水金木木
丙戌辛丑己丑己巳|火土金土土土土火
癸丑丁巳丙申丙申|水土火火火金火金
丙申癸巳戊子戊午|火金水火土水土火
己亥丁丑丙戌戊戌|土水火土火土土土
庚申甲申庚午丙子|金金木金金火火水
辛酉壬辰戊戌辛酉|金金水土土土金金
己未丙寅壬申庚戌|土土火木水金金土
癸亥己未丁卯庚子|水水土土火木金水
癸亥丁巳庚寅戊寅|水水火火金木土木
庚申壬午丁未丙午|金金水火火土火火
壬午己酉庚寅壬午|水火土金金木水火
乙卯壬午甲寅乙丑|木木水火木木木土
甲辰庚午甲辰丁卯|木土金火木土火木
乙巳己卯戊子庚申|木火土木土水金金
己亥丁卯壬戌丙午|土水火木水土火火
己卯乙亥癸巳甲寅|土木木水水火木木
丁亥乙巳丁亥乙巳|火水木火火水木火
丙午庚寅癸酉乙卯|火火金木水金木木
壬辰甲辰甲辰乙丑|水土木土木土木土
癸丑癸亥壬子辛丑|水土水水水水金土
壬辰丙午癸亥己未|水土火火水水土土
乙卯戊子辛酉丁酉|木木土水金金火金
丙辰辛卯庚子己卯|火土金木金水土木
癸丑癸亥壬午甲辰|水土水水水火木土
丙辰庚寅癸亥庚申|火土金木水水金金
丙寅戊戌己巳甲子|火木土土土火木水
戊午甲子己酉丙寅|土火木水土金火木
戊戌癸亥甲寅甲戌|土土水水木木木土
戊申壬戌癸丑丁巳|土金水土水土火火
己未壬申己未丙寅|土土水金土土火木
丁卯己酉丁亥癸卯|火木土金火水水木
甲申甲戌丙子戊戌|木金木土火水土土
庚辰癸未戊寅丙辰|金土水土土木火土
辛亥丙申甲辰壬申|金水火金木土水金
乙卯乙酉甲戌庚午|木木木金木土金火
辛酉丁酉庚午癸未|金金火金金火水土
乙巳丁亥甲午庚午|木火火水木火金火
甲午乙亥己丑癸酉|木火木水土土水金
己卯乙亥丙子丁酉|土木木水火水火金
丁卯丁未乙巳己卯|火木火土木火土木
丙午庚子乙巳甲申|火火金水木火木金
辛卯辛丑乙丑癸未|金木金土木土水土
丙午辛卯癸亥庚申|火火金木水水金金
庚子甲申丙戌戊子|金水木金火土土水
壬戌戊申壬寅丁未|水土土金水木火土
癸巳辛酉辛巳壬辰|水火金金金火水土
壬子辛亥丙辰丁酉|水水金水火土火金
丙戌甲午丙寅辛卯|火土木火火木金木
丙辰己亥辛丑己亥|火土土水金土土水
乙卯己卯辛卯乙未|木木土木金木木土
壬辰庚戌乙巳甲申|水土金土木火木金
辛亥辛丑丁卯甲辰|金水金土火木木土
丙子壬辰戊辰丁巳|火水水土土土火火
乙丑甲申己卯丁卯|木土木金土木火木
辛亥乙未戊寅甲寅|金水木土土木木木
乙亥庚辰乙卯丁亥|木水金土木木火水
丁未丁未癸亥壬子|火土火土水水水水
癸亥乙卯己酉庚午|水水木木土金金火
甲申庚午甲戌丙寅|木金金火木土火木
丁丑丁未丙寅己亥|火土火土火木土水
辛酉庚子戊午戊午|金金金水土火土火
己巳丙寅庚午辛巳|土火火木金火金火
戊辰乙卯丙子癸巳|土土木木火水水火
戊寅己未辛巳乙未|土木土土金火木土
丁亥庚戌壬寅庚戌|火水金土水木金土
乙酉己卯乙酉庚辰|木金土木木金金土
乙丑丙戌己丑己巳|木土火土土土土火
庚子壬午壬辰丙午|金水水火水土火火
辛卯癸巳辛酉壬辰|金木水火金金水土
庚寅丙戌辛酉辛卯|金木火土金金金木
己丑丁丑甲子辛未|土土火土木水金土
壬辰乙巳丁酉庚子|水土木火火金金水
戊辰辛酉戊寅癸亥|土土金金土木水水
壬辰癸丑戊午壬戌|水土水土土火水土
辛亥辛丑丁卯辛亥|金水金土火木金水
壬辰壬子丁酉辛丑|水土水水火金金土
丙午庚寅壬戌庚子|火火金木水土金水
癸酉壬戌丙辰壬辰|水金水土火土水土
戊申戊午己酉丙寅|土金土火土金火木
庚寅辛巳己卯癸酉|金木金火土木水金
丙午壬辰戊午戊午|火火水土土火土火
癸亥丁巳丁卯庚戌|水水火火火木金土
庚寅己卯乙巳丙戌|金木土木木火火土
庚午戊子壬申戊申|金火土水水金土金
己亥乙亥癸酉丙辰|土水木水水金火土
丙申丙申辛亥己丑|火金火金金水土土
丙子庚子戊子戊午|火水金水土水土火
丙辰辛丑甲寅甲戌|火土金土木木木土
丁丑癸丑丙午己亥|火土水土火火土水
丙寅辛丑戊寅庚申|火木金土土木金金
癸未己未丁未壬寅|水土土土火土水木
戊辰癸亥丙子戊子|土土水水火水土水
丁酉丙午戊午甲寅|火金火火土火木木
甲申癸酉庚寅丙子|木金水金金木火水
壬午丁未庚辰辛巳|水火火土金土金火
丁丑癸卯辛未己亥|火土水木金土土水
己巳壬申己丑戊辰|土火水金土土土土
壬辰辛亥丙子乙未|水土金水火水木土
己巳癸酉庚申戊寅|土火水金金金土木
辛巳壬辰乙酉丙戌|金火水土木金火土
癸丑丙辰戊子壬戌|水土火土土水水土
己卯己巳己卯己巳|土木土火土木土火
丙午丁酉丙戌辛卯|火火火金火土金木
辛巳辛丑壬戌壬寅|金火金土水土水木
癸酉辛酉丙申丁酉|水金金金火金火金
己酉丁卯己卯乙亥|土金火木土木木水
丁酉戊申庚寅丁丑|火金土金金木火土
戊午乙卯戊子丁巳|土火木木土水火火
庚寅辛巳甲子戊辰|金木金火木水土土
庚申辛巳甲午乙亥|金金金火木火木水
